"Santiago",14,16,19,4,11,6,20,8,6,20,22,12
"Cerrillos",6,2,4,0,2,0,0,3,6,2,2,1
"Cerro Navia",1,0,1,2,1,1,0,1,1,1,0,0
"Conchalí",1,1,1,6,2,2,7,1,2,2,2,1
"El Bosque",2,3,4,1,3,1,4,1,1,2,1,0
"Estación Central",2,1,5,1,3,6,2,4,1,3,2,2
"Huechuraba",0,0,0,1,1,2,4,4,2,2,1,0
"Independencia",4,1,4,1,4,3,2,4,7,8,1,11
"La Cisterna",0,0,0,0,1,1,2,0,2,0,1,0
"La Florida",18,11,8,3,13,6,7,15,5,11,5,8
"La Granja",0,1,1,1,2,0,1,2,2,0,0,0
"La Pintana",6,4,0,0,0,1,2,2,1,0,2,0
"La Reina",6,0,0,0,4,2,2,4,2,4,7,7
"Las Condes",3,0,4,5,1,1,2,5,9,3,1,1
"Lo Barnechea",1,1,0,0,0,1,1,1,3,1,2,0
"Lo Espejo",0,0,1,1,3,1,2,1,0,1,0,0
"Lo Prado",8,11,0,12,1,5,3,2,3,4,6,8
"Macul",0,3,1,0,2,3,2,4,1,2,2,1
"Maipú",1,0,2,2,3,1,3,6,3,10,3,4
"Ñuñoa",14,11,13,2,3,4,9,3,13,16,20,9
"Pedro Aguirre Cerda",1,1,2,1,3,1,2,3,1,5,2,1
"Peñalolén",2,4,3,26,4,1,6,2,0,1,4,3
"Providencia",3,3,4,2,0,2,1,2,6,7,3,3
"Pudahuel",5,1,4,2,0,0,1,3,5,2,2,7
"Quilicura",2,0,7,3,1,1,1,2,0,1,0,0
"Quinta Normal",2,3,5,3,11,3,5,5,1,3,1,1
"Recoleta",4,4,1,3,2,1,0,4,2,2,2,3
"Renca",1,1,0,1,0,1,0,5,0,1,0,0
"San Joaquín",1,1,2,1,3,3,2,1,3,1,2,0
"San Miguel",2,5,1,1,3,4,1,4,0,2,2,5
"San Ramón",1,2,4,0,1,2,4,4,7,12,3,4
"Vitacura",0,2,0,0,1,0,1,0,3,1,0,0
"Puente Alto",19,8,9,9,7,5,9,19,18,10,40,26
"Pirque",4,1,2,1,4,7,3,7,7,7,1,2
"San José de Maipo",0,11,3,1,7,4,8,8,17,4,5,5
"Colina",6,6,2,2,1,0,12,7,5,6,2,0
"Lampa",1,2,2,0,2,0,0,5,1,0,1,0
"Tiltil",1,1,0,0,12,3,2,1,0,1,0,1
"San Bernardo",3,1,5,5,2,6,9,7,2,3,3,8
"Buin",5,2,5,2,0,0,0,3,1,3,3,2
"Calera de Tango",0,1,0,1,1,0,0,0,0,2,0,0
"Paine",1,3,1,2,4,1,3,1,0,1,1,3
"Melipilla",2,4,9,11,13,8,6,8,14,3,10,7
"Alhué",1,1,1,3,0,5,1,3,3,6,6,0
"Curacaví",1,0,2,0,6,8,3,3,2,1,1,2
"María Pinto",1,1,0,1,3,0,2,2,0,0,1,0
"San Pedro",1,2,2,0,0,0,0,1,1,1,0,0
"Talagante",2,1,8,2,7,2,3,4,7,5,5,4
"El Monte",11,0,1,3,5,9,4,2,3,7,2,7
"Isla de Maipo",0,2,1,0,1,5,1,4,9,7,3,8
"Padre Hurtado",13,9,0,4,12,0,4,1,9,1,2,2
"Peñaflor",0,2,2,1,0,0,1,2,2,0,1,0
