"Santiago",38,22,38,28,51,41,42,48,37,44,43,38
"Cerrillos",8,1,6,7,10,8,2,10,5,6,6,3
"Cerro Navia",4,5,14,16,17,16,16,23,11,15,16,11
"Conchalí",14,9,6,14,19,8,6,19,13,14,13,12
"El Bosque",15,14,6,12,15,11,6,16,13,13,17,9
"Estación Central",8,15,15,18,20,13,7,19,19,22,13,14
"Huechuraba",2,4,8,6,9,8,7,5,2,7,9,7
"Independencia",6,8,9,11,18,7,11,7,8,8,8,9
"La Cisterna",6,6,5,4,8,12,3,2,3,6,10,12
"La Florida",15,22,14,35,37,37,15,20,20,35,26,29
"La Granja",9,4,7,9,17,12,7,13,13,9,8,9
"La Pintana",20,16,18,19,25,15,21,22,22,27,17,22
"La Reina",3,1,6,2,6,3,1,7,5,4,5,9
"Las Condes",8,7,2,3,8,5,9,6,5,12,9,9
"Lo Barnechea",4,4,2,3,8,7,7,7,7,5,3,2
"Lo Espejo",9,7,6,12,5,16,5,11,3,6,10,13
"Lo Prado",6,6,6,7,10,13,8,9,11,10,12,8
"Macul",4,9,4,5,10,3,11,9,8,4,7,6
"Maipú",27,28,22,28,47,42,34,47,30,35,39,33
"Ñuñoa",9,3,5,8,12,9,8,11,12,14,7,13
"Pedro Aguirre Cerda",6,7,9,12,6,11,11,12,5,12,7,7
"Peñalolén",18,10,13,10,16,21,12,14,10,13,16,15
"Providencia",3,5,9,7,8,6,7,3,8,13,14,9
"Pudahuel",16,18,28,23,25,25,18,27,18,22,24,22
"Quilicura",10,7,10,19,21,13,15,21,13,26,16,16
"Quinta Normal",12,6,13,11,15,14,7,8,19,17,11,7
"Recoleta",9,9,14,16,21,17,13,19,19,18,19,19
"Renca",13,7,8,18,16,10,8,11,16,18,8,20
"San Joaquín",7,4,6,7,6,5,5,11,1,4,10,7
"San Miguel",7,4,4,4,6,6,9,15,5,7,5,9
"San Ramón",5,4,7,10,7,11,5,6,3,9,7,7
"Vitacura",0,0,0,4,0,2,1,3,0,1,0,3
"Puente Alto",39,26,46,43,47,58,35,36,42,57,39,43
"Pirque",1,3,1,2,9,2,1,2,2,2,3,1
"San José de Maipo",1,0,1,2,1,0,2,1,2,1,1,4
"Colina",10,8,12,10,13,20,10,14,6,7,20,11
"Lampa",7,10,3,6,16,11,9,11,9,6,10,10
"Tiltil",4,0,3,1,1,1,3,4,3,1,1,1
"San Bernardo",16,14,16,17,38,28,28,25,22,24,26,17
"Buin",8,4,5,5,8,2,4,13,5,9,8,10
"Calera de Tango",2,1,2,2,4,4,2,2,1,3,4,0
"Paine",3,5,6,7,8,4,8,9,9,2,14,5
"Melipilla",13,12,11,9,10,13,10,13,7,7,12,12
"Alhué",1,1,1,0,0,0,0,1,0,0,0,0
"Curacaví",0,3,5,2,4,3,1,4,3,2,3,1
"María Pinto",2,0,2,1,0,0,2,1,2,0,1,1
"San Pedro",0,1,0,0,0,2,1,3,0,1,0,1
"Talagante",6,3,6,4,7,7,4,2,8,3,5,4
"El Monte",2,1,2,5,3,1,0,1,2,5,8,4
"Isla de Maipo",4,1,1,5,6,5,2,7,2,5,2,1
"Padre Hurtado",2,5,5,7,6,5,3,6,5,7,3,5
"Peñaflor",4,3,10,9,5,15,15,8,7,4,5,6
