"Santiago",258,265,279,274,248,266,250,308,255,270,319,274
"Cerrillos",70,56,47,40,55,40,47,53,67,66,51,80
"Cerro Navia",92,66,83,64,58,60,65,64,64,66,72,85
"Conchalí",74,62,63,40,53,40,47,71,82,80,91,77
"El Bosque",141,125,116,111,130,113,126,130,135,152,129,121
"Estación Central",84,65,85,58,71,61,69,80,78,84,81,99
"Huechuraba",74,62,66,47,61,38,47,65,70,79,63,73
"Independencia",82,57,73,64,57,56,70,48,52,55,72,60
"La Cisterna",46,48,48,45,38,56,45,46,42,63,53,57
"La Florida",242,196,200,180,186,175,166,192,218,199,242,265
"La Granja",94,85,86,66,66,87,94,74,84,80,89,77
"La Pintana",169,99,133,128,99,122,144,113,125,109,131,145
"La Reina",39,20,40,37,36,15,27,26,21,22,25,34
"Las Condes",51,46,50,36,62,64,46,58,59,49,85,65
"Lo Barnechea",31,30,43,50,38,28,30,38,33,33,20,30
"Lo Espejo",82,60,74,67,52,49,73,53,88,68,67,87
"Lo Prado",52,28,46,31,33,34,23,38,64,31,39,56
"Macul",60,70,63,57,37,52,63,58,59,68,73,81
"Maipú",284,187,265,232,217,229,247,264,261,235,307,251
"Ñuñoa",71,63,70,60,65,74,67,65,64,74,71,72
"Pedro Aguirre Cerda",92,83,63,57,46,62,67,62,70,79,74,79
"Peñalolén",151,129,113,120,126,114,100,131,153,148,161,141
"Providencia",53,49,63,44,41,49,43,50,40,58,60,64
"Pudahuel",175,135,140,125,124,102,125,87,137,171,157,154
"Quilicura",144,127,128,107,125,115,101,118,134,148,172,153
"Quinta Normal",95,58,101,73,52,72,73,70,73,71,98,100
"Recoleta",131,95,110,108,98,98,87,95,122,140,150,132
"Renca",108,95,93,84,83,77,62,82,93,97,93,114
"San Joaquín",50,50,65,37,49,49,32,40,37,45,48,54
"San Miguel",52,44,48,48,58,53,49,51,54,63,51,75
"San Ramón",55,47,49,41,49,43,46,55,63,49,91,60
"Vitacura",9,6,8,13,12,7,13,7,10,9,15,16
"Puente Alto",470,422,414,403,404,389,376,448,460,462,509,477
"Pirque",22,15,14,16,15,16,15,18,19,21,27,14
"San José de Maipo",20,9,22,17,16,14,7,19,12,13,14,12
"Colina",69,64,58,52,61,53,72,75,61,55,69,71
"Lampa",78,68,68,71,50,60,48,64,85,85,66,72
"Tiltil",23,20,13,10,18,13,9,14,12,21,10,16
"San Bernardo",249,214,234,215,189,200,222,247,278,286,262,233
"Buin",62,36,51,44,41,49,51,57,60,39,42,65
"Calera de Tango",15,8,7,10,14,10,12,11,22,14,9,12
"Paine",53,40,49,39,36,38,30,38,34,38,37,48
"Melipilla",118,93,101,99,95,73,101,93,107,107,127,105
"Alhué",1,2,1,0,3,4,2,3,1,3,5,5
"Curacaví",22,21,32,25,17,19,16,21,20,19,30,26
"María Pinto",9,5,10,4,6,5,7,7,7,13,4,11
"San Pedro",4,2,4,9,7,7,5,1,5,7,5,2
"Talagante",50,36,41,41,31,38,40,60,37,28,47,35
"El Monte",25,29,29,18,15,15,23,19,41,30,18,28
"Isla de Maipo",28,22,18,27,24,20,18,26,26,23,24,23
"Padre Hurtado",42,30,37,38,25,33,27,27,38,34,30,52
"Peñaflor",73,49,49,37,46,50,48,39,50,56,52,47
