"Santiago",607,693,1.046,1.078,984,962,766,941,718,945,798,680
"Cerrillos",75,70,73,60,76,69,75,82,65,75,81,72
"Cerro Navia",32,32,35,31,47,35,32,46,45,35,55,46
"Conchalí",64,41,62,55,65,55,53,60,65,79,82,70
"El Bosque",51,37,73,65,50,64,48,84,62,58,64,74
"Estación Central",196,232,189,184,246,209,329,353,280,225,132,152
"Huechuraba",53,36,48,39,46,37,32,40,41,74,80,64
"Independencia",62,49,59,53,65,66,53,71,63,69,62,67
"La Cisterna",49,51,98,69,81,117,127,105,80,100,173,78
"La Florida",200,173,229,177,206,268,260,243,203,226,228,268
"La Granja",113,64,97,101,109,69,106,106,108,114,152,118
"La Pintana",46,62,83,58,67,84,70,69,75,92,74,97
"La Reina",46,36,65,56,68,59,65,68,58,71,65,42
"Las Condes",140,99,164,151,154,183,189,178,149,161,189,169
"Lo Barnechea",29,30,31,39,29,30,33,54,44,51,52,42
"Lo Espejo",27,26,58,38,46,33,59,59,46,68,39,42
"Lo Prado",46,30,32,37,40,37,66,105,53,89,54,63
"Macul",99,54,79,60,88,51,77,88,101,99,82,88
"Maipú",215,200,239,260,254,242,240,237,243,284,359,297
"Ñuñoa",159,92,144,135,177,147,164,162,150,194,187,168
"Pedro Aguirre Cerda",49,54,54,55,57,54,76,69,59,78,70,60
"Peñalolén",95,81,130,113,106,105,87,117,115,126,134,136
"Providencia",247,214,191,216,227,292,321,313,229,263,392,274
"Pudahuel",120,90,111,123,116,104,112,106,111,136,152,115
"Quilicura",104,76,125,90,99,92,99,86,85,121,127,113
"Quinta Normal",60,55,62,74,89,84,87,88,95,78,90,92
"Recoleta",107,95,125,96,120,129,108,111,138,163,123,128
"Renca",67,73,74,67,77,64,78,57,69,90,84,75
"San Joaquín",41,37,58,48,40,48,53,48,51,54,42,41
"San Miguel",84,70,99,65,76,86,95,84,86,121,109,79
"San Ramón",28,17,31,28,30,37,37,33,32,47,43,42
"Vitacura",51,36,68,53,48,46,46,51,45,54,50,68
"Puente Alto",254,191,297,257,286,301,305,326,311,324,290,332
"Pirque",20,15,22,15,14,24,16,21,13,14,18,25
"San José de Maipo",14,10,14,15,12,24,72,18,14,16,25,13
"Colina",74,61,62,71,77,81,69,59,79,95,101,92
"Lampa",52,43,41,51,42,44,46,51,56,57,61,55
"Tiltil",17,16,16,14,12,7,8,33,14,17,19,14
"San Bernardo",181,144,226,216,210,205,199,209,222,246,296,231
"Buin",53,66,75,81,73,64,85,90,77,85,93,78
"Calera de Tango",17,20,26,9,24,31,21,31,22,21,14,21
"Paine",37,55,38,40,43,31,41,52,34,50,50,57
"Melipilla",102,91,99,95,102,99,95,101,103,98,109,118
"Alhué",10,16,7,7,5,4,4,8,5,10,11,7
"Curacaví",27,25,28,20,28,20,26,48,29,61,45,38
"María Pinto",6,10,13,8,9,5,8,7,6,12,6,4
"San Pedro",9,6,23,8,9,12,12,14,14,13,12,9
"Talagante",42,48,43,43,60,59,56,44,56,86,66,64
"El Monte",21,15,22,14,16,16,16,23,25,20,25,20
"Isla de Maipo",19,11,15,19,18,15,21,31,38,27,20,15
"Padre Hurtado",32,30,34,29,34,30,32,33,33,37,55,39
"Peñaflor",35,40,35,40,48,49,33,51,36,57,68,51
