"Santiago",744,634,812,769,865,834,735,918,716,847,799,792
"Cerrillos",77,97,110,93,123,122,122,120,116,122,132,173
"Cerro Navia",18,18,29,21,25,35,22,38,27,39,31,25
"Conchalí",55,52,49,82,77,79,65,62,57,54,57,68
"El Bosque",59,60,88,72,86,79,61,90,89,96,79,55
"Estación Central",264,287,309,282,286,259,274,297,224,267,298,318
"Huechuraba",138,104,131,118,95,102,136,160,105,129,95,122
"Independencia",49,36,65,64,54,38,58,68,57,72,70,69
"La Cisterna",61,56,72,73,79,73,61,73,69,69,67,71
"La Florida",436,402,439,476,431,424,430,480,426,526,465,556
"La Granja",25,17,28,31,36,27,27,19,40,40,26,32
"La Pintana",84,66,76,57,69,72,51,69,53,74,69,69
"La Reina",116,114,122,100,120,128,132,156,115,138,141,154
"Las Condes",293,303,349,369,377,425,371,385,325,382,391,430
"Lo Barnechea",81,71,66,60,57,70,82,67,56,102,95,98
"Lo Espejo",16,18,22,21,18,20,16,20,10,13,21,31
"Lo Prado",53,34,51,57,62,74,62,70,40,60,48,70
"Macul",47,63,62,69,70,71,60,64,59,79,68,64
"Maipú",201,208,195,202,239,242,243,259,207,242,203,236
"Ñuñoa",164,138,138,179,143,150,161,221,174,183,193,192
"Pedro Aguirre Cerda",48,29,31,25,24,30,40,36,40,36,48,42
"Peñalolén",72,82,85,89,86,91,95,109,74,119,102,115
"Providencia",435,395,481,472,465,497,486,535,425,507,487,496
"Pudahuel",143,118,145,150,125,139,127,119,103,161,140,134
"Quilicura",99,81,102,92,104,93,125,125,113,114,100,120
"Quinta Normal",51,73,59,61,62,75,71,66,61,80,74,57
"Recoleta",115,75,133,127,141,137,146,166,137,158,120,144
"Renca",50,29,57,50,62,53,48,54,55,55,32,43
"San Joaquín",35,16,21,34,36,31,35,43,43,40,41,37
"San Miguel",81,89,112,99,110,102,137,183,139,179,133,178
"San Ramón",70,33,48,64,32,69,79,66,63,64,49,25
"Vitacura",44,48,55,66,58,54,59,80,80,113,99,90
"Puente Alto",258,267,348,333,322,365,338,435,342,454,404,355
"Pirque",10,8,6,4,8,7,6,11,8,11,7,6
"San José de Maipo",4,10,7,11,6,7,12,4,7,10,8,12
"Colina",57,65,63,85,71,94,120,105,67,101,97,108
"Lampa",36,29,43,31,45,32,22,33,24,36,24,50
"Tiltil",7,3,1,0,0,3,8,5,3,5,11,7
"San Bernardo",161,144,184,176,147,181,167,171,136,176,160,177
"Buin",29,42,57,39,54,58,44,41,61,55,44,62
"Calera de Tango",12,10,9,12,12,8,11,10,12,6,8,13
"Paine",23,21,29,33,32,21,14,14,25,35,20,35
"Melipilla",78,58,92,66,85,81,68,103,62,88,66,70
"Alhué",3,3,3,1,4,2,1,0,3,2,2,1
"Curacaví",14,12,7,17,18,21,25,22,21,19,27,14
"María Pinto",4,3,4,2,1,3,0,2,2,5,2,4
"San Pedro",2,3,5,2,5,2,3,2,4,2,0,4
"Talagante",36,38,45,50,33,33,33,40,33,47,56,30
"El Monte",6,8,5,12,10,10,12,7,5,10,10,15
"Isla de Maipo",8,10,8,8,6,6,7,8,10,7,5,5
"Padre Hurtado",17,10,8,12,9,15,9,24,16,15,19,22
"Peñaflor",36,36,34,34,33,31,39,42,43,50,41,40
