"Santiago",194,175,225,199,187,193,183,200,190,202,219,244
"Cerrillos",33,38,27,38,23,32,29,37,26,44,32,35
"Cerro Navia",42,33,46,29,38,28,26,42,40,49,49,57
"Conchalí",47,42,48,52,44,38,25,42,43,47,59,48
"El Bosque",62,45,68,66,65,71,46,45,54,55,52,83
"Estación Central",71,65,77,77,72,60,69,82,75,88,78,94
"Huechuraba",24,20,30,28,22,22,23,35,21,26,42,34
"Independencia",34,34,50,52,37,45,35,44,36,43,57,48
"La Cisterna",29,31,50,45,37,33,30,44,42,35,48,44
"La Florida",92,103,124,126,114,106,105,90,135,118,136,158
"La Granja",42,43,59,45,53,42,38,57,46,56,67,58
"La Pintana",67,63,77,79,92,83,60,69,75,93,97,97
"La Reina",13,20,20,20,24,13,11,24,27,29,17,23
"Las Condes",49,42,42,38,49,41,30,45,36,47,45,56
"Lo Barnechea",16,16,16,22,25,22,15,29,11,29,29,29
"Lo Espejo",31,34,32,43,39,34,31,35,36,39,48,37
"Lo Prado",40,33,36,36,31,31,17,25,37,32,49,41
"Macul",36,31,33,31,31,35,23,37,31,28,29,30
"Maipú",80,107,105,103,99,98,85,115,110,128,149,124
"Ñuñoa",41,46,46,38,34,44,40,47,53,53,45,61
"Pedro Aguirre Cerda",48,26,44,29,35,28,22,38,52,53,48,51
"Peñalolén",78,58,87,77,67,65,71,75,67,99,105,95
"Providencia",54,37,55,65,69,59,39,63,63,45,53,57
"Pudahuel",73,57,78,61,80,57,53,77,72,89,92,84
"Quilicura",62,40,62,56,61,60,65,68,74,78,87,69
"Quinta Normal",44,50,45,36,41,38,44,41,47,44,58,66
"Recoleta",84,71,76,92,89,92,75,91,101,111,128,133
"Renca",49,47,59,40,47,49,46,38,45,79,84,77
"San Joaquín",32,26,28,26,27,24,28,28,39,32,39,32
"San Miguel",42,27,36,42,33,34,24,38,25,28,38,47
"San Ramón",34,20,28,40,31,29,23,31,30,26,39,45
"Vitacura",13,10,17,18,11,15,7,10,11,14,15,19
"Puente Alto",199,134,170,209,188,158,151,166,177,201,212,199
"Pirque",3,3,3,9,11,2,1,7,7,9,6,8
"San José de Maipo",13,5,7,13,11,6,9,5,1,0,9,8
"Colina",49,29,50,72,70,71,43,62,59,65,83,88
"Lampa",46,32,44,50,38,26,33,44,24,44,40,52
"Tiltil",11,13,6,3,3,3,5,5,5,9,4,7
"San Bernardo",123,105,114,152,124,113,99,135,126,168,158,137
"Buin",36,29,29,30,42,25,14,33,36,38,44,30
"Calera de Tango",8,4,7,3,14,7,6,2,7,10,14,12
"Paine",22,23,30,25,20,31,11,21,24,31,34,18
"Melipilla",47,44,51,54,47,47,37,57,72,49,59,49
"Alhué",5,0,4,3,2,2,4,5,0,2,5,5
"Curacaví",11,8,12,14,17,10,15,28,17,17,20,17
"María Pinto",4,4,4,7,2,5,3,0,5,2,7,3
"San Pedro",4,2,1,0,3,5,2,3,3,1,4,0
"Talagante",17,22,20,14,21,20,18,18,27,28,18,19
"El Monte",12,7,8,17,15,9,7,12,8,7,15,12
"Isla de Maipo",9,13,7,13,8,5,8,6,13,9,11,14
"Padre Hurtado",10,18,22,17,16,15,11,16,18,14,21,18
"Peñaflor",22,26,37,22,23,20,14,26,41,33,37,42
